,Activity,Case ID,Complete Timestamp,label
820,Round Grinding - Machine 2,Case249,2012-01-18 16:03:00,deviant
821,Round Grinding - Machine 2,Case249,2012-01-18 17:57:00,deviant
822,Round Grinding - Machine 2,Case249,2012-01-19 02:22:00,deviant
823,Laser Marking - Machine 7,Case249,2012-01-19 07:40:00,deviant
824,Laser Marking - Machine 7,Case249,2012-01-19 08:31:00,deviant
825,Final Inspection Q.C.,Case249,2012-01-19 11:10:00,deviant
826,Packing,Case249,2012-01-22 01:00:00,deviant
827,deviant,Case249,2012-01-22 01:00:01,deviant
828,Lapping - Machine 1,Case231,2012-12-01 15:27:00,deviant
829,Round Grinding - Machine 2,Case231,2012-01-15 14:26:00,deviant
830,Round Grinding - Machine 2,Case231,2012-01-15 16:09:00,deviant
831,Round Grinding - Machine 2,Case231,2012-01-15 23:38:00,deviant
832,Round Grinding - Machine 2,Case231,2012-01-16 04:33:00,deviant
833,Round Grinding - Q.C.,Case231,2012-01-18 12:50:00,deviant
834,Round Grinding - Q.C.,Case231,2012-01-18 16:08:00,deviant
835,Round Grinding - Q.C.,Case231,2012-01-19 09:30:00,deviant
836,deviant,Case231,2012-01-19 09:30:01,deviant
837,Turning & Milling - Machine 4,Case21,2012-12-01 17:55:00,deviant
838,Turning & Milling - Machine 4,Case21,2012-01-13 06:26:00,deviant
839,Turning & Milling - Machine 4,Case21,2012-01-13 08:38:00,deviant
840,Turning & Milling Q.C.,Case21,2012-01-13 12:50:00,deviant
841,Turning & Milling - Machine 4,Case21,2012-01-13 12:50:00,deviant
842,Turning & Milling - Machine 4,Case21,2012-01-14 22:00:00,deviant
843,Turning & Milling Q.C.,Case21,2012-01-15 01:15:00,deviant
844,Turning & Milling - Machine 4,Case21,2012-01-15 04:41:00,deviant
845,Turning & Milling - Machine 4,Case21,2012-01-15 09:52:00,deviant
846,Turning & Milling Q.C.,Case21,2012-01-15 12:37:00,deviant
847,Turning & Milling Q.C.,Case21,2012-01-15 15:32:00,deviant
848,Turning & Milling Q.C.,Case21,2012-01-15 16:09:00,deviant
849,Laser Marking - Machine 7,Case21,2012-01-23 14:37:00,deviant
850,Round Grinding - Machine 3,Case21,2012-01-23 22:18:00,deviant
851,Round Grinding - Machine 3,Case21,2012-01-24 08:40:00,deviant
852,Round Grinding - Machine 3,Case21,2012-01-24 14:50:00,deviant
853,Round Grinding - Machine 3,Case21,2012-01-24 21:30:00,deviant
854,Round Grinding - Machine 3,Case21,2012-01-24 22:30:00,deviant
855,Round Grinding - Machine 2,Case21,2012-08-02 04:40:00,deviant
856,Round Grinding - Machine 2,Case21,2012-08-02 06:55:00,deviant
857,Turning & Milling Q.C.,Case21,2012-08-02 07:30:00,deviant
858,Round Grinding - Machine 2,Case21,2012-08-02 09:57:00,deviant
859,Round Grinding - Machine 2,Case21,2012-08-02 16:34:00,deviant
860,Final Inspection Q.C.,Case21,2012-02-16 16:05:00,deviant
861,deviant,Case21,2012-02-16 16:05:01,deviant
862,Turning & Milling - Machine 6,Case239,2012-01-15 06:38:00,regular
863,Turning & Milling - Machine 6,Case239,2012-01-15 10:34:00,regular
864,Turning & Milling Q.C.,Case239,2012-01-15 11:29:00,regular
865,Turning & Milling - Machine 6,Case239,2012-01-15 13:39:00,regular
866,Turning & Milling - Machine 6,Case239,2012-01-16 02:37:00,regular
867,Turning & Milling Q.C.,Case239,2012-01-17 13:33:00,regular
868,other,Case239,2012-01-23 14:49:00,regular
869,Laser Marking - Machine 7,Case239,2012-01-24 17:14:00,regular
870,Lapping - Machine 1,Case239,2012-01-25 12:12:00,regular
871,Final Inspection Q.C.,Case239,2012-01-25 18:02:00,regular
872,Final Inspection Q.C.,Case239,2012-01-27 13:15:00,regular
873,Packing,Case239,2012-01-30 01:00:00,regular
874,regular,Case239,2012-01-30 01:00:01,regular
875,Turning & Milling - Machine 4,Case20,2012-01-15 14:06:00,deviant
876,Turning & Milling - Machine 4,Case20,2012-01-15 15:36:00,deviant
877,Turning & Milling Q.C.,Case20,2012-01-15 16:08:00,deviant
878,Turning & Milling - Machine 4,Case20,2012-01-15 22:24:00,deviant
879,Turning & Milling - Machine 4,Case20,2012-01-16 02:34:00,deviant
880,Turning & Milling - Machine 4,Case20,2012-01-16 04:38:00,deviant
881,Turning & Milling - Machine 4,Case20,2012-01-16 16:26:00,deviant
882,Turning & Milling - Machine 4,Case20,2012-01-16 17:52:00,deviant
883,Turning & Milling - Machine 4,Case20,2012-01-17 06:49:00,deviant
884,Turning & Milling Q.C.,Case20,2012-01-17 15:53:00,deviant
885,Turning & Milling - Machine 4,Case20,2012-01-17 18:50:00,deviant
886,Laser Marking - Machine 7,Case20,2012-01-23 12:45:00,deviant
887,Round Grinding - Machine 3,Case20,2012-01-24 22:00:00,deviant
888,Round Grinding - Machine 3,Case20,2012-01-24 23:15:00,deviant
889,Round Grinding - Machine 3,Case20,2012-01-25 09:30:00,deviant
890,Round Grinding - Machine 3,Case20,2012-01-26 15:56:00,deviant
891,Round Grinding - Machine 3,Case20,2012-01-26 23:24:00,deviant
892,Round Grinding - Machine 3,Case20,2012-01-27 10:00:00,deviant
893,Round Grinding - Machine 3,Case20,2012-06-02 00:17:00,deviant
894,Turning & Milling Q.C.,Case20,2012-06-02 07:07:00,deviant
895,Round Grinding - Machine 2,Case20,2012-07-02 14:17:00,deviant
896,Round Grinding - Machine 2,Case20,2012-07-02 17:42:00,deviant
897,Round Grinding - Machine 2,Case20,2012-08-02 02:01:00,deviant
898,deviant,Case20,2012-08-02 02:01:01,deviant
899,Turning & Milling - Machine 10,Case11,2012-01-15 23:40:00,deviant
900,Turning & Milling - Machine 10,Case11,2012-01-16 09:49:00,deviant
901,Turning & Milling Q.C.,Case11,2012-01-16 09:54:00,deviant
902,Turning & Milling - Machine 10,Case11,2012-01-16 16:22:00,deviant
903,Turning & Milling - Machine 10,Case11,2012-01-16 23:38:00,deviant
904,Turning & Milling - Machine 10,Case11,2012-01-17 06:37:00,deviant
905,Turning & Milling - Machine 10,Case11,2012-01-17 12:01:00,deviant
906,Turning & Milling Q.C.,Case11,2012-01-18 08:38:00,deviant
907,Turning & Milling - Machine 10,Case11,2012-01-18 09:50:00,deviant
908,Turning & Milling - Machine 10,Case11,2012-01-18 09:56:00,deviant
909,Turning & Milling Q.C.,Case11,2012-01-18 11:29:00,deviant
910,Turning & Milling - Machine 10,Case11,2012-01-18 15:32:00,deviant
911,Turning & Milling - Machine 9,Case11,2012-01-19 09:00:00,deviant
912,Turning & Milling - Machine 10,Case11,2012-01-19 16:00:00,deviant
913,Turning & Milling - Machine 10,Case11,2012-01-19 19:21:00,deviant
914,Laser Marking - Machine 7,Case11,2012-01-22 15:33:00,deviant
915,Turning & Milling Q.C.,Case11,2012-01-23 09:25:00,deviant
916,Laser Marking - Machine 7,Case11,2012-01-24 16:06:00,deviant
917,Packing,Case11,2012-01-25 01:00:00,deviant
918,Final Inspection Q.C.,Case11,2012-01-25 14:09:00,deviant
919,deviant,Case11,2012-01-25 14:09:01,deviant
920,Turning & Milling - Machine 6,Case241,2012-01-16 01:15:00,deviant
921,Turning & Milling - Machine 6,Case241,2012-01-17 01:15:00,deviant
922,Turning & Milling - Machine 6,Case241,2012-01-22 23:34:00,deviant
923,deviant,Case241,2012-01-22 23:34:01,deviant
924,Turning & Milling - Machine 6,Case243,2012-01-16 06:36:00,deviant
925,Turning & Milling - Machine 6,Case243,2012-01-16 11:00:00,deviant
926,Turning & Milling Q.C.,Case243,2012-01-16 12:48:00,deviant
927,Turning & Milling - Machine 6,Case243,2012-01-16 16:39:00,deviant
928,deviant,Case243,2012-01-16 16:39:01,deviant
929,Turning & Milling Q.C.,Case224,2012-01-16 08:40:00,regular
930,Turning & Milling Q.C.,Case224,2012-01-16 09:30:00,regular
931,Turning & Milling Q.C.,Case224,2012-01-19 16:50:00,regular
932,regular,Case224,2012-01-19 16:50:01,regular
933,Turning & Milling Q.C.,Case235,2012-01-16 14:12:00,deviant
934,Turning & Milling Q.C.,Case235,2012-01-16 18:00:00,deviant
935,Turning & Milling - Machine 10,Case235,2012-01-16 18:08:00,deviant
936,Turning & Milling - Machine 10,Case235,2012-01-18 23:30:00,deviant
937,Turning & Milling - Machine 10,Case235,2012-01-23 17:43:00,deviant
938,Turning & Milling - Machine 10,Case235,2012-01-24 15:10:00,deviant
939,Turning & Milling Q.C.,Case235,2012-01-24 18:03:00,deviant
940,Turning & Milling - Machine 10,Case235,2012-01-25 15:44:00,deviant
941,Turning & Milling - Machine 9,Case235,2012-01-26 00:03:00,deviant
942,Turning & Milling - Machine 10,Case235,2012-01-26 06:32:00,deviant
943,Turning & Milling Q.C.,Case235,2012-01-26 08:40:00,deviant
944,Turning & Milling Q.C.,Case235,2012-01-26 10:00:00,deviant
945,Turning & Milling - Machine 10,Case235,2012-01-26 15:46:00,deviant
946,Turning & Milling Q.C.,Case235,2012-01-26 18:00:00,deviant
947,Turning & Milling - Machine 10,Case235,2012-01-27 05:36:00,deviant
948,Milling - Machine 16,Case235,2012-01-27 12:30:00,deviant
949,deviant,Case235,2012-01-27 12:30:01,deviant
950,Turning - Machine 8,Case256,2012-01-16 17:51:00,deviant
951,Turning - Machine 8,Case256,2012-01-17 02:04:00,deviant
952,Turning - Machine 8,Case256,2012-01-17 06:21:00,deviant
953,Turning Q.C.,Case256,2012-01-17 12:50:00,deviant
954,Turning - Machine 8,Case256,2012-01-17 15:00:00,deviant
955,Turning - Machine 8,Case256,2012-01-17 18:08:00,deviant
956,Turning - Machine 8,Case256,2012-01-17 18:40:00,deviant
957,Turning - Machine 8,Case256,2012-01-17 18:45:00,deviant
958,Turning - Machine 8,Case256,2012-01-18 06:31:00,deviant
959,Turning - Machine 8,Case256,2012-01-18 14:59:00,deviant
960,Turning Q.C.,Case256,2012-01-18 15:50:00,deviant
961,Turning & Milling - Machine 10,Case256,2012-01-30 15:21:00,deviant
962,Turning & Milling Q.C.,Case256,2012-01-30 17:54:00,deviant
963,Turning & Milling - Machine 10,Case256,2012-01-31 11:39:00,deviant
964,deviant,Case256,2012-01-31 11:39:01,deviant
965,Turning & Milling - Machine 6,Case258,2012-01-17 00:00:00,deviant
966,Turning & Milling - Machine 6,Case258,2012-01-17 01:50:00,deviant
967,Turning & Milling - Machine 6,Case258,2012-01-17 13:13:00,deviant
968,Turning & Milling - Machine 6,Case258,2012-01-18 07:41:00,deviant
969,Turning & Milling - Machine 6,Case258,2012-01-18 15:11:00,deviant
970,Turning & Milling - Machine 6,Case258,2012-01-18 15:59:00,deviant
971,Turning & Milling - Machine 6,Case258,2012-01-19 06:29:00,deviant
972,Turning & Milling Q.C.,Case258,2012-01-19 09:35:00,deviant
973,Turning & Milling Q.C.,Case258,2012-01-20 07:31:00,deviant
974,Laser Marking - Machine 7,Case258,2012-01-30 10:29:00,deviant
975,Turning & Milling Q.C.,Case258,2012-01-30 11:00:00,deviant
976,Lapping - Machine 1,Case258,2012-01-30 15:19:00,deviant
977,Final Inspection Q.C.,Case258,2012-01-02 16:08:00,deviant
978,deviant,Case258,2012-01-02 16:08:01,deviant
979,Turning & Milling - Machine 9,Case10,2012-01-17 11:05:00,deviant
980,Turning Q.C.,Case10,2012-01-17 11:15:00,deviant
981,Turning & Milling - Machine 9,Case10,2012-01-17 20:01:00,deviant
982,Turning & Milling - Machine 9,Case10,2012-01-17 23:43:00,deviant
983,Turning & Milling - Machine 9,Case10,2012-01-18 06:32:00,deviant
984,Turning & Milling - Machine 9,Case10,2012-01-18 07:24:00,deviant
985,Turning & Milling - Machine 9,Case10,2012-01-18 17:55:00,deviant
986,Turning & Milling - Machine 9,Case10,2012-01-18 20:04:00,deviant
987,Turning & Milling - Machine 9,Case10,2012-01-19 06:29:00,deviant
988,Turning & Milling - Machine 9,Case10,2012-01-19 18:09:00,deviant
989,Turning & Milling - Machine 9,Case10,2012-01-19 20:08:00,deviant
990,Turning & Milling - Machine 9,Case10,2012-01-20 05:10:00,deviant
991,Turning & Milling - Machine 9,Case10,2012-01-22 06:34:00,deviant
992,Turning & Milling - Machine 9,Case10,2012-01-22 07:13:00,deviant
993,Turning & Milling - Machine 9,Case10,2012-01-22 17:47:00,deviant
994,Turning Q.C.,Case10,2012-01-23 10:26:00,deviant
995,Laser Marking - Machine 7,Case10,2012-01-25 10:57:00,deviant
996,Laser Marking - Machine 7,Case10,2012-01-25 12:54:00,deviant
997,Laser Marking - Machine 7,Case10,2012-01-25 14:09:00,deviant
998,Flat Grinding - Machine 11,Case10,2012-01-27 13:00:00,deviant
999,Flat Grinding - Machine 11,Case10,2012-01-29 15:06:00,deviant
1000,Flat Grinding - Machine 11,Case10,2012-01-30 16:59:00,deviant
1001,deviant,Case10,2012-01-30 16:59:01,deviant
1002,Turning & Milling - Machine 10,Case259,2012-01-17 15:00:00,deviant
1003,Turning & Milling - Machine 10,Case259,2012-01-17 15:55:00,deviant
1004,Turning & Milling - Machine 10,Case259,2012-01-17 23:42:00,deviant
1005,Turning & Milling - Machine 10,Case259,2012-01-18 06:37:00,deviant
1006,Turning & Milling - Machine 10,Case259,2012-01-18 08:30:00,deviant
1007,Turning & Milling - Machine 10,Case259,2012-01-18 19:48:00,deviant
1008,Turning & Milling - Machine 10,Case259,2012-01-18 20:05:00,deviant
1009,Turning & Milling - Machine 10,Case259,2012-01-19 06:30:00,deviant
1010,Turning & Milling - Machine 10,Case259,2012-01-19 21:25:00,deviant
1011,Turning & Milling - Machine 10,Case259,2012-01-20 06:48:00,deviant
1012,Turning & Milling - Machine 10,Case259,2012-01-20 09:21:00,deviant
1013,Turning & Milling - Machine 10,Case259,2012-01-22 06:33:00,deviant
1014,Turning & Milling - Machine 10,Case259,2012-01-22 09:01:00,deviant
1015,Turning & Milling - Machine 10,Case259,2012-01-22 17:47:00,deviant
1016,Turning & Milling - Machine 10,Case259,2012-01-23 06:44:00,deviant
1017,Turning & Milling Q.C.,Case259,2012-01-23 07:54:00,deviant
1018,Turning & Milling - Machine 10,Case259,2012-01-23 21:48:00,deviant
1019,Turning & Milling - Machine 10,Case259,2012-01-24 07:08:00,deviant
1020,Turning & Milling Q.C.,Case259,2012-01-24 10:32:00,deviant
1021,deviant,Case259,2012-01-24 10:32:01,deviant
1022,Turning - Machine 9,Case13,2012-01-17 15:17:00,regular
1023,Turning - Machine 9,Case13,2012-01-17 15:56:00,regular
1024,Turning - Machine 9,Case13,2012-01-17 19:23:00,regular
1025,Packing,Case13,2012-01-18 01:00:00,regular
1026,Turning Q.C.,Case13,2012-01-18 07:43:00,regular
1027,Laser Marking - Machine 7,Case13,2012-01-18 08:25:00,regular
1028,Final Inspection Q.C.,Case13,2012-01-18 11:42:00,regular
1029,regular,Case13,2012-01-18 11:42:01,regular
1030,Turning & Milling Q.C.,Case196,2012-01-17 15:59:00,deviant
1031,Grinding Rework - Machine 27,Case196,2012-02-19 14:09:00,deviant
1032,deviant,Case196,2012-02-19 14:09:01,deviant
1033,Turning & Milling - Machine 4,Case26,2012-01-17 17:57:00,deviant
1034,Turning & Milling - Machine 4,Case26,2012-01-17 22:36:00,deviant
1035,Turning & Milling - Machine 4,Case26,2012-01-18 06:32:00,deviant
1036,Turning & Milling - Machine 4,Case26,2012-01-18 21:34:00,deviant
1037,Turning & Milling - Machine 4,Case26,2012-01-19 02:30:00,deviant
1038,deviant,Case26,2012-01-19 02:30:01,deviant
1039,Turning & Milling - Machine 5,Case24,2012-01-17 23:24:00,deviant
1040,Turning & Milling - Machine 5,Case24,2012-01-18 04:03:00,deviant
1041,deviant,Case24,2012-01-18 04:03:01,deviant
1042,Turning & Milling - Machine 5,Case18,2012-01-18 05:31:00,deviant
1043,Turning & Milling - Machine 5,Case18,2012-01-18 06:39:00,deviant
1044,Turning & Milling - Machine 5,Case18,2012-01-18 08:44:00,deviant
1045,Turning & Milling - Machine 5,Case18,2012-01-18 20:12:00,deviant
1046,Turning & Milling - Machine 4,Case18,2012-01-19 05:33:00,deviant
1047,Turning & Milling - Machine 5,Case18,2012-01-19 06:46:00,deviant
1048,Turning & Milling - Machine 5,Case18,2012-01-19 08:27:00,deviant
1049,Turning & Milling - Machine 4,Case18,2012-01-19 17:29:00,deviant
1050,Turning & Milling - Machine 5,Case18,2012-01-19 17:57:00,deviant
1051,Turning & Milling - Machine 4,Case18,2012-01-19 19:59:00,deviant
1052,Turning & Milling - Machine 5,Case18,2012-01-20 06:54:00,deviant
1053,Turning & Milling - Machine 5,Case18,2012-01-20 06:54:00,deviant
1054,Turning & Milling - Machine 4,Case18,2012-01-20 14:52:00,deviant
1055,Turning & Milling - Machine 4,Case18,2012-01-21 20:55:00,deviant
1056,Turning & Milling - Machine 5,Case18,2012-01-21 23:54:00,deviant
1057,Turning & Milling - Machine 4,Case18,2012-01-22 01:15:00,deviant
1058,Turning & Milling - Machine 4,Case18,2012-01-22 06:31:00,deviant
1059,Turning & Milling - Machine 5,Case18,2012-01-22 06:32:00,deviant
1060,Turning & Milling Q.C.,Case18,2012-01-22 08:40:00,deviant
1061,Turning & Milling - Machine 5,Case18,2012-01-22 10:28:00,deviant
1062,Turning & Milling Q.C.,Case18,2012-01-22 12:50:00,deviant
1063,Turning & Milling Q.C.,Case18,2012-01-22 14:40:00,deviant
1064,Turning & Milling - Machine 4,Case18,2012-01-22 15:57:00,deviant
1065,Turning & Milling - Machine 5,Case18,2012-01-22 16:46:00,deviant
1066,Turning & Milling - Machine 5,Case18,2012-01-22 19:53:00,deviant
1067,Turning & Milling - Machine 4,Case18,2012-01-22 19:57:00,deviant
1068,Turning & Milling - Machine 5,Case18,2012-01-23 06:20:00,deviant
1069,Turning & Milling - Machine 4,Case18,2012-01-23 06:22:00,deviant
1070,Laser Marking - Machine 7,Case18,2012-01-23 11:22:00,deviant
1071,Turning & Milling Q.C.,Case18,2012-01-23 15:30:00,deviant
1072,Turning & Milling - Machine 4,Case18,2012-01-23 16:06:00,deviant
1073,Turning & Milling - Machine 4,Case18,2012-01-23 20:13:00,deviant
1074,Laser Marking - Machine 7,Case18,2012-01-24 01:15:00,deviant
1075,Laser Marking - Machine 7,Case18,2012-01-24 01:15:00,deviant
1076,Laser Marking - Machine 7,Case18,2012-01-24 01:15:00,deviant
1077,Turning & Milling - Machine 4,Case18,2012-01-24 06:28:00,deviant
1078,Turning & Milling Q.C.,Case18,2012-01-24 08:40:00,deviant
1079,Turning & Milling - Machine 4,Case18,2012-01-24 10:51:00,deviant
1080,Turning & Milling - Machine 4,Case18,2012-01-24 10:52:00,deviant
1081,Turning & Milling Q.C.,Case18,2012-01-24 12:50:00,deviant
1082,Turning & Milling Q.C.,Case18,2012-01-24 15:00:00,deviant
1083,Turning & Milling Q.C.,Case18,2012-01-24 15:20:00,deviant
1084,Turning & Milling - Machine 4,Case18,2012-01-24 15:58:00,deviant
1085,Turning & Milling - Machine 4,Case18,2012-01-24 20:48:00,deviant
1086,Turning & Milling - Machine 4,Case18,2012-01-25 06:27:00,deviant
1087,Laser Marking - Machine 7,Case18,2012-01-25 14:50:00,deviant
1088,Laser Marking - Machine 7,Case18,2012-01-25 15:47:00,deviant
1089,Turning & Milling - Machine 4,Case18,2012-01-25 16:05:00,deviant
1090,Turning & Milling - Machine 4,Case18,2012-01-25 20:22:00,deviant
1091,Turning & Milling - Machine 4,Case18,2012-01-26 06:43:00,deviant
1092,Turning & Milling Q.C.,Case18,2012-01-26 12:50:00,deviant
1093,Turning & Milling Q.C.,Case18,2012-01-26 14:00:00,deviant
1094,Turning & Milling - Machine 4,Case18,2012-01-26 16:01:00,deviant
1095,Turning & Milling - Machine 4,Case18,2012-01-26 16:38:00,deviant
1096,Turning & Milling - Machine 5,Case18,2012-01-26 16:38:00,deviant
1097,Turning & Milling - Machine 5,Case18,2012-01-26 23:44:00,deviant
1098,Turning & Milling - Machine 5,Case18,2012-01-27 01:45:00,deviant
1099,Turning & Milling - Machine 4,Case18,2012-01-27 06:21:00,deviant
1100,Turning & Milling Q.C.,Case18,2012-01-27 12:44:00,deviant
1101,Laser Marking - Machine 7,Case18,2012-01-29 12:54:00,deviant
1102,Turning & Milling Q.C.,Case18,2012-01-29 16:52:00,deviant
1103,Turning & Milling - Machine 5,Case18,2012-01-30 08:35:00,deviant
1104,Laser Marking - Machine 7,Case18,2012-01-30 09:34:00,deviant
1105,Laser Marking - Machine 7,Case18,2012-01-30 16:58:00,deviant
1106,Turning & Milling - Machine 4,Case18,2012-01-30 23:38:00,deviant
1107,Turning & Milling Q.C.,Case18,2012-01-31 07:14:00,deviant
1108,deviant,Case18,2012-01-31 07:14:01,deviant
1109,Turning & Milling - Machine 9,Case273,2012-01-18 14:15:00,regular
1110,Turning & Milling - Machine 9,Case273,2012-01-18 16:08:00,regular
1111,Turning & Milling - Machine 9,Case273,2012-01-19 07:07:00,regular
1112,Turning & Milling Q.C.,Case273,2012-01-19 08:04:00,regular
1113,Flat Grinding - Machine 11,Case273,2012-01-23 13:52:00,regular
1114,Laser Marking - Machine 7,Case273,2012-06-02 10:50:00,regular
1115,Lapping - Machine 1,Case273,2012-07-02 14:00:00,regular
1116,Round Grinding - Manual,Case273,2012-07-02 17:45:00,regular
1117,Round Grinding - Machine 12,Case273,2012-07-02 23:03:00,regular
1118,Round Grinding - Machine 12,Case273,2012-07-02 23:46:00,regular
1119,Round Grinding - Machine 12,Case273,2012-08-02 11:30:00,regular
1120,Packing,Case273,2012-09-02 01:00:00,regular
1121,Final Inspection Q.C.,Case273,2012-09-02 11:59:00,regular
1122,Final Inspection Q.C.,Case273,2012-09-02 13:32:00,regular
1123,Final Inspection Q.C.,Case273,2012-09-02 18:00:00,regular
1124,regular,Case273,2012-09-02 18:00:01,regular
1125,Turning & Milling - Machine 8,Case27,2012-01-18 17:51:00,regular
1126,Turning & Milling - Machine 8,Case27,2012-01-19 11:00:00,regular
1127,Turning & Milling - Machine 8,Case27,2012-01-19 12:09:00,regular
1128,Turning & Milling - Machine 8,Case27,2012-01-19 15:24:00,regular
1129,Turning & Milling - Machine 8,Case27,2012-01-20 12:39:00,regular
1130,Turning & Milling - Machine 8,Case27,2012-01-22 07:02:00,regular
1131,Turning & Milling - Machine 8,Case27,2012-01-22 11:02:00,regular
1132,Turning & Milling Q.C.,Case27,2012-01-22 13:51:00,regular
1133,Lapping - Machine 1,Case27,2012-01-22 17:26:00,regular
1134,Round Grinding - Manual,Case27,2012-01-22 18:27:00,regular
1135,Round Grinding - Manual,Case27,2012-01-22 22:11:00,regular
1136,Laser Marking - Machine 7,Case27,2012-01-23 17:13:00,regular
1137,Final Inspection Q.C.,Case27,2012-01-24 13:00:00,regular
1138,Packing,Case27,2012-01-25 01:00:00,regular
1139,Final Inspection Q.C.,Case27,2012-01-25 10:55:00,regular
1140,regular,Case27,2012-01-25 10:55:01,regular
1141,Turning & Milling - Machine 5,Case25,2012-01-19 12:26:00,deviant
1142,Turning & Milling - Machine 5,Case25,2012-01-19 15:41:00,deviant
1143,Turning & Milling - Machine 5,Case25,2012-01-24 17:09:00,deviant
1144,Turning & Milling - Machine 5,Case25,2012-01-25 04:45:00,deviant
1145,Turning & Milling - Machine 5,Case25,2012-01-25 06:27:00,deviant
1146,Turning & Milling - Machine 5,Case25,2012-01-25 09:20:00,deviant
1147,Turning & Milling Q.C.,Case25,2012-01-27 08:40:00,deviant
1148,Laser Marking - Machine 7,Case25,2012-01-29 09:26:00,deviant
1149,Lapping - Machine 1,Case25,2012-01-30 01:15:00,deviant
1150,Lapping - Machine 1,Case25,2012-01-30 09:07:00,deviant
1151,Lapping - Machine 1,Case25,2012-01-30 10:04:00,deviant
1152,Round Grinding - Manual,Case25,2012-01-30 10:20:00,deviant
1153,Round Grinding - Manual,Case25,2012-01-30 11:36:00,deviant
1154,Round Grinding - Manual,Case25,2012-01-30 15:53:00,deviant
1155,Round Grinding - Manual,Case25,2012-01-30 23:58:00,deviant
1156,Round Grinding - Manual,Case25,2012-01-31 23:29:00,deviant
1157,Round Grinding - Manual,Case25,2012-01-02 11:26:00,deviant
1158,Round Grinding - Q.C.,Case25,2012-01-02 13:50:00,deviant
1159,Round Grinding - Q.C.,Case25,2012-02-13 08:40:00,deviant
1160,Round Grinding - Q.C.,Case25,2012-02-13 10:30:00,deviant
1161,Lapping - Machine 1,Case25,2012-02-26 09:56:00,deviant
1162,Round Grinding - Machine 3,Case25,2012-02-26 18:06:00,deviant
1163,Round Grinding - Machine 3,Case25,2012-02-26 21:49:00,deviant
1164,deviant,Case25,2012-02-26 21:49:01,deviant
1165,Turning & Milling - Machine 9,Case245,2012-01-19 16:37:00,deviant
1166,Turning & Milling Q.C.,Case245,2012-01-19 18:04:00,deviant
1167,Turning & Milling - Machine 9,Case245,2012-01-20 06:57:00,deviant
1168,Turning & Milling - Machine 9,Case245,2012-01-20 11:04:00,deviant
1169,Turning & Milling - Machine 9,Case245,2012-01-20 12:28:00,deviant
1170,Turning & Milling - Machine 9,Case245,2012-01-23 03:30:00,deviant
1171,Turning & Milling - Machine 9,Case245,2012-01-23 05:20:00,deviant
1172,Turning & Milling Q.C.,Case245,2012-01-23 08:43:00,deviant
1173,Laser Marking - Machine 7,Case245,2012-01-24 17:23:00,deviant
1174,Lapping - Machine 1,Case245,2012-12-02 01:15:00,deviant
1175,Lapping - Machine 1,Case245,2012-02-14 06:38:00,deviant
1176,Round Grinding - Manual,Case245,2012-02-14 06:40:00,deviant
1177,Round Grinding - Manual,Case245,2012-02-15 01:00:00,deviant
1178,Round Grinding - Manual,Case245,2012-02-16 06:54:00,deviant
1179,Round Grinding - Manual,Case245,2012-02-17 06:54:00,deviant
1180,deviant,Case245,2012-02-17 06:54:01,deviant
1181,Turning Q.C.,Case229,2012-01-22 12:50:00,regular
1182,Turning & Milling - Machine 8,Case229,2012-01-22 18:00:00,regular
1183,Turning & Milling - Machine 8,Case229,2012-01-23 06:27:00,regular
1184,Turning & Milling - Machine 8,Case229,2012-01-23 09:44:00,regular
1185,Turning Q.C.,Case229,2012-01-23 11:37:00,regular
1186,Laser Marking - Machine 7,Case229,2012-01-25 12:38:00,regular
1187,Flat Grinding - Machine 11,Case229,2012-01-25 14:50:00,regular
1188,Laser Marking - Machine 7,Case229,2012-01-25 15:22:00,regular
1189,Final Inspection Q.C.,Case229,2012-01-27 12:46:00,regular
1190,Final Inspection Q.C.,Case229,2012-01-29 09:30:00,regular
1191,Packing,Case229,2012-01-30 01:00:00,regular
1192,regular,Case229,2012-01-30 01:00:01,regular
1193,Turning & Milling - Machine 9,Case22,2012-01-23 07:00:00,deviant
1194,Turning & Milling - Machine 9,Case22,2012-01-23 16:12:00,deviant
1195,Turning & Milling - Machine 9,Case22,2012-01-23 17:17:00,deviant
1196,Turning & Milling - Machine 9,Case22,2012-01-23 17:45:00,deviant
1197,Turning & Milling - Machine 9,Case22,2012-01-24 05:00:00,deviant
1198,deviant,Case22,2012-01-24 05:00:01,deviant
1199,other,Case23,2012-01-23 10:32:00,deviant
1200,other,Case23,2012-01-23 20:13:00,deviant
1201,Turning & Milling - Machine 5,Case23,2012-01-24 02:10:00,deviant
1202,deviant,Case23,2012-01-24 02:10:01,deviant
1203,Turning & Milling - Machine 8,Case223,2012-01-23 14:20:00,regular
1204,Turning & Milling - Machine 8,Case223,2012-01-23 16:09:00,regular
1205,Turning & Milling Q.C.,Case223,2012-01-23 16:11:00,regular
1206,Turning & Milling - Machine 8,Case223,2012-01-23 17:48:00,regular
1207,Turning & Milling - Machine 8,Case223,2012-01-24 06:27:00,regular
1208,Turning & Milling - Machine 8,Case223,2012-01-24 16:04:00,regular
1209,Turning & Milling Q.C.,Case223,2012-01-25 08:40:00,regular
1210,Laser Marking - Machine 7,Case223,2012-01-30 16:58:00,regular
1211,Flat Grinding - Machine 11,Case223,2012-01-31 01:15:00,regular
